,Player,all-nba,Season,Age,G,GS,MP_per_game,FG,FGA,FG_Perc,3P,3PA,3P_Perc,2P,2PA,2P_Perc,eFG_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS_Perc,3PAr,FTr,ORB_Perc,DRB_Perc,TRB_Perc,AST_Perc,STL_Perc,BLK_Perc,TOV_Perc,USG_Perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP
10,Collin Sexton,0,2019.0,21.0,69.0,65.66666666666667,33.36666666666667,7.666666666666667,16.599999999999998,0.4589999999999999,1.5333333333333332,3.966666666666667,0.38433333333333336,6.133333333333333,12.633333333333333,0.48300000000000004,0.5053333333333333,3.766666666666667,4.533333333333333,0.8333333333333334,0.8666666666666667,2.2,3.033333333333333,3.466666666666667,0.8333333333333334,0.13333333333333333,2.4999999999999996,2.3666666666666667,20.599999999999998,15.433333333333332,0.551,0.23966666666666667,0.26799999999999996,2.8000000000000003,7.5,5.066666666666667,17.666666666666668,1.2333333333333332,0.3,11.833333333333334,27.366666666666664,1.5333333333333332,0.26666666666666666,1.8,0.042,0.2333333333333334,-2.4333333333333336,-2.2333333333333334,-0.2333333333333333
11,Mitchell Robinson,0,2019.0,21.0,52.666666666666664,18.333333333333332,23.733333333333334,3.633333333333333,5.233333333333333,0.6963333333333334,0.0,0.0,0.0,3.633333333333333,5.233333333333333,0.6963333333333334,0.6963333333333334,1.133333333333333,2.0333333333333337,0.5529999999999999,3.1,4.066666666666666,7.166666666666667,0.5666666666666667,0.9333333333333335,1.9666666666666668,0.6333333333333334,3.1,8.433333333333334,21.066666666666666,0.6866666666666666,0.0,0.39966666666666667,13.833333333333334,18.566666666666666,16.166666666666668,3.6666666666666665,1.9000000000000001,7.666666666666667,9.633333333333333,12.4,3.5333333333333337,1.9666666666666668,5.433333333333333,0.213,0.46666666666666673,1.7666666666666666,2.2,1.366666666666667
12,Duncan Robinson,0,2019.0,25.0,53.333333333333336,47.0,23.933333333333334,3.3333333333333335,7.5,0.43333333333333335,2.6333333333333333,6.366666666666667,0.37999999999999995,0.7000000000000001,1.0666666666666667,0.6686666666666667,0.5936666666666667,0.7000000000000001,0.7999999999999999,0.8083333333333332,0.10000000000000002,2.5,2.6666666666666665,1.1666666666666667,0.4666666666666666,0.19999999999999998,0.8000000000000002,1.9333333333333333,9.966666666666667,10.566666666666666,0.6086666666666667,0.8326666666666668,0.11333333333333333,0.7333333333333334,11.433333333333332,6.2,6.6000000000000005,1.0666666666666667,0.6,8.733333333333333,15.533333333333333,1.8666666666666665,1.2,3.0666666666666664,0.08266666666666667,-0.7666666666666667,-0.5666666666666668,-1.3333333333333333,0.6
13,Josh Okogie,0,2019.0,21.0,65.0,39.0,23.0,2.3333333333333335,5.866666666666667,0.40499999999999997,0.6666666666666666,2.4,0.27133333333333337,1.7000000000000002,3.466666666666667,0.4976666666666667,0.461,1.8333333333333333,2.3666666666666667,0.7643333333333334,1.0333333333333334,2.3000000000000003,3.266666666666666,1.3,1.0666666666666667,0.43333333333333335,1.0,2.1666666666666665,7.233333333333334,10.0,0.523,0.4116666666666667,0.408,4.566666666666666,10.800000000000002,7.599999999999999,7.6000000000000005,2.1666666666666665,1.6666666666666667,12.533333333333333,14.200000000000001,0.43333333333333335,1.133333333333333,1.5666666666666667,0.051,-3.2000000000000006,0.2333333333333333,-2.9333333333333336,-0.3666666666666667
14,Svi Mykhailiuk,0,2019.0,22.0,54.666666666666664,13.666666666666666,17.733333333333334,2.433333333333333,6.066666666666666,0.3833333333333333,1.4666666666666668,4.0,0.3546666666666667,0.9666666666666668,2.0666666666666664,0.43133333333333335,0.4996666666666667,0.6333333333333333,0.8666666666666667,0.7246666666666667,0.3,1.4333333333333336,1.7666666666666666,1.5,0.6,0.10000000000000002,0.9666666666666668,1.0666666666666667,6.8999999999999995,9.200000000000001,0.5179999999999999,0.6536666666666666,0.1383333333333333,1.8666666666666665,8.5,5.166666666666667,12.033333333333333,1.6666666666666667,0.43333333333333335,13.0,17.7,-0.0666666666666667,0.6666666666666666,0.6,0.019333333333333334,-2.1666666666666665,-1.0,-3.1666666666666665,-0.16666666666666666
15,Shake Milton,0,2019.0,23.0,41.0,9.333333333333334,18.900000000000002,3.2999999999999994,7.3,0.44166666666666665,1.1,2.9333333333333336,0.36599999999999994,2.1666666666666665,4.4,0.498,0.5206666666666666,1.3,1.5999999999999999,0.7763333333333334,0.4666666666666666,1.6333333333333335,2.1,2.1999999999999997,0.5,0.30000000000000004,1.0333333333333334,1.9666666666666668,8.933333333333334,12.766666666666667,0.5496666666666666,0.4323333333333333,0.19299999999999998,2.766666666666667,9.5,6.166666666666667,16.099999999999998,1.2999999999999998,1.3666666666666665,10.566666666666666,19.599999999999998,0.8666666666666667,0.8666666666666667,1.7333333333333332,0.09200000000000001,-1.0999999999999999,-0.8666666666666667,-1.9333333333333336,0.06666666666666667
16,Chimezie Metu,0,2019.0,22.0,27.666666666666668,2.0,8.133333333333333,1.5,3.1,0.46900000000000003,0.13333333333333333,0.39999999999999997,0.11699999999999999,1.4000000000000001,2.6666666666666665,0.496,0.48133333333333334,0.6333333333333333,0.8333333333333334,0.7516666666666666,0.6333333333333333,1.4666666666666668,2.033333333333333,0.6,0.26666666666666666,0.3,0.6333333333333334,0.8333333333333334,3.766666666666667,14.366666666666667,0.5226666666666667,0.09633333333333333,0.28099999999999997,8.700000000000001,20.133333333333336,14.366666666666665,11.699999999999998,1.5999999999999999,3.1,16.233333333333334,22.7,0.0,0.20000000000000004,0.19999999999999998,0.030666666666666665,-2.6,-0.9333333333333332,-3.533333333333333,-0.10000000000000002
17,De'Anthony Melton,0,2019.0,21.0,54.0,13.333333333333334,19.76666666666667,2.6666666666666665,6.466666666666666,0.41,1.0,2.766666666666666,0.3343333333333333,1.6666666666666667,3.7000000000000006,0.45733333333333337,0.48200000000000004,0.9333333333333332,1.2,0.7743333333333334,0.6,2.566666666666667,3.1666666666666665,2.8666666666666667,1.3,0.4666666666666666,1.4000000000000001,1.8999999999999997,7.233333333333333,12.866666666666665,0.5116666666666667,0.41900000000000004,0.18033333333333332,3.266666666666667,13.866666666666667,8.533333333333333,19.96666666666667,3.0333333333333337,2.033333333333333,17.03333333333333,17.900000000000002,-3.700743415417188e-17,1.3333333333333333,1.3,0.059,-1.8,1.5999999999999999,-0.20000000000000018,0.46666666666666673
18,Kevin Knox,0,2019.0,20.0,60.666666666666664,20.333333333333332,19.233333333333334,2.6666666666666665,7.266666666666666,0.37366666666666665,1.1666666666666667,3.3666666666666667,0.3543333333333334,1.5,3.9000000000000004,0.389,0.46399999999999997,1.2,1.7,0.7233333333333333,0.46666666666666673,2.433333333333333,2.9333333333333336,0.8333333333333334,0.43333333333333335,0.26666666666666666,0.8666666666666667,1.5999999999999999,7.7,8.700000000000001,0.494,0.5053333333333333,0.213,2.6,13.366666666666665,7.866666666666667,6.433333333333334,1.0999999999999999,1.4666666666666666,9.799999999999999,18.766666666666666,-0.9,0.7333333333333334,-0.1666666666666667,0.014,-2.733333333333333,-1.0,-3.766666666666667,-0.8666666666666667
19,Jaren Jackson Jr.,0,2019.0,20.0,42.0,39.0,26.03333333333333,5.366666666666667,11.6,0.4663333333333333,1.6333333333333335,4.8,0.3453333333333333,3.733333333333333,6.8,0.549,0.5353333333333333,2.733333333333333,3.5,0.782,1.2666666666666666,3.6999999999999997,4.966666666666667,1.2,0.9,1.5333333333333332,1.5999999999999999,3.9,15.200000000000001,16.900000000000002,0.5783333333333333,0.4033333333333333,0.3056666666666667,5.266666666666667,15.633333333333333,10.433333333333334,7.066666666666666,1.7,5.466666666666666,10.933333333333332,24.23333333333333,1.0,1.5,2.5,0.11033333333333332,-0.5333333333333333,0.6,0.06666666666666668,0.6
20,Kevin Huerter,0,2019.0,21.0,66.66666666666667,52.0,29.833333333333332,4.266666666666667,10.100000000000001,0.42133333333333334,2.033333333333333,5.433333333333333,0.37600000000000006,2.233333333333333,4.666666666666667,0.47333333333333333,0.5223333333333334,0.6999999999999998,0.9,0.7803333333333334,0.6666666666666666,2.9,3.5666666666666664,3.4,1.0,0.3666666666666667,1.4000000000000001,2.3333333333333335,11.266666666666666,11.266666666666666,0.5366666666666666,0.5376666666666666,0.09266666666666667,2.3666666666666667,10.466666666666667,6.433333333333334,16.099999999999998,1.5999999999999999,1.0333333333333334,11.733333333333334,16.666666666666668,1.2,1.0,2.2333333333333334,0.052333333333333336,-0.9666666666666667,-0.4333333333333334,-1.4333333333333333,0.3333333333333333
21,Aaron Holiday,0,2019.0,23.0,60.666666666666664,13.666666666666666,18.400000000000002,2.733333333333333,6.766666666666666,0.40166666666666667,1.0666666666666667,2.8666666666666667,0.367,1.6666666666666667,3.9,0.4306666666666667,0.48033333333333333,0.9666666666666668,1.2,0.83,0.20000000000000004,1.4333333333333336,1.6666666666666667,2.3333333333333335,0.6333333333333334,0.2333333333333333,1.0333333333333334,1.5333333333333332,7.533333333333334,10.9,0.5140000000000001,0.43166666666666664,0.17866666666666667,1.2666666666666666,8.733333333333333,5.066666666666666,17.46666666666667,1.7,1.2,12.466666666666669,20.03333333333333,-0.033333333333333326,1.0999999999999999,1.0666666666666667,0.04566666666666667,-2.1999999999999997,-0.26666666666666666,-2.466666666666667,-0.1333333333333333
22,Isaiah Hartenstein,0,2019.0,21.0,32.333333333333336,1.3333333333333333,10.566666666666666,1.5333333333333332,2.7000000000000006,0.5650000000000001,0.03333333333333333,0.16666666666666666,0.222,1.5,2.533333333333333,0.594,0.5750000000000001,0.7333333333333334,1.0666666666666667,0.7043333333333334,1.1666666666666667,2.033333333333333,3.1666666666666665,0.8333333333333334,0.3666666666666667,0.5666666666666668,0.7333333333333334,2.033333333333333,3.9,15.5,0.6063333333333334,0.08533333333333333,0.3913333333333333,11.533333333333333,20.433333333333334,15.9,11.566666666666668,1.6333333333333335,5.0,18.76666666666667,15.266666666666666,0.5333333333333333,0.5333333333333333,1.0666666666666667,0.1416666666666667,-2.8333333333333335,1.3333333333333333,-1.5,0.10000000000000002
